"artname","pop_nr","tpop_nr","jahr","typ"
"Utricularia intermedia Hayne",26,1,2023,"ek"
"Utricularia intermedia Hayne",26,1,2025,"ek"
"Utricularia intermedia Hayne",26,1,2027,"ek"
"Utricularia intermedia Hayne",26,1,2029,"ek"
"Utricularia intermedia Hayne",26,1,2031,"ek"
"Utricularia intermedia Hayne",26,1,2033,"ek"
"Utricularia intermedia Hayne",26,1,2035,"ek"
"Utricularia intermedia Hayne",26,1,2037,"ek"
"Utricularia intermedia Hayne",26,1,2039,"ek"
"Utricularia intermedia Hayne",26,1,2041,"ek"
"Utricularia intermedia Hayne",26,1,2043,"ek"
"Utricularia intermedia Hayne",26,1,2045,"ek"
"Utricularia intermedia Hayne",29,1,2025,"ek"
"Utricularia intermedia Hayne",29,1,2029,"ek"
"Utricularia intermedia Hayne",29,1,2033,"ek"
"Utricularia intermedia Hayne",29,1,2037,"ek"
"Utricularia intermedia Hayne",29,1,2041,"ek"
"Utricularia intermedia Hayne",29,1,2045,"ek"
"Utricularia intermedia Hayne",31,1,2024,"ek"
"Utricularia intermedia Hayne",31,1,2026,"ek"
"Utricularia intermedia Hayne",31,1,2028,"ek"
"Utricularia intermedia Hayne",31,1,2030,"ek"
"Utricularia intermedia Hayne",31,1,2032,"ek"
"Utricularia intermedia Hayne",31,1,2034,"ek"
"Utricularia intermedia Hayne",31,1,2036,"ek"
"Utricularia intermedia Hayne",31,1,2038,"ek"
"Utricularia intermedia Hayne",31,1,2040,"ek"
"Utricularia intermedia Hayne",31,1,2042,"ek"
"Utricularia intermedia Hayne",31,1,2044,"ek"
"Utricularia intermedia Hayne",31,1,2046,"ek"
"Utricularia intermedia Hayne",96,1,2024,"ek"
"Utricularia intermedia Hayne",301,1,2024,"ek"
"Utricularia minor L.",8,5,2026,"ek"
"Utricularia minor L.",8,5,2030,"ek"
"Utricularia minor L.",8,5,2034,"ek"
"Utricularia minor L.",8,5,2038,"ek"
"Utricularia minor L.",8,5,2042,"ek"
"Utricularia minor L.",8,5,2046,"ek"
"Utricularia minor L.",16,3,2026,"ek"
"Utricularia minor L.",16,3,2030,"ek"
"Utricularia minor L.",16,3,2034,"ek"
"Utricularia minor L.",16,3,2038,"ek"
"Utricularia minor L.",16,3,2042,"ek"
"Utricularia minor L.",16,3,2046,"ek"
"Utricularia minor L.",16,5,2026,"ek"
"Utricularia minor L.",16,5,2030,"ek"
"Utricularia minor L.",16,5,2034,"ek"
"Utricularia minor L.",16,5,2038,"ek"
"Utricularia minor L.",16,5,2042,"ek"
"Utricularia minor L.",16,5,2046,"ek"
"Utricularia minor L.",16,7,2026,"ek"
"Utricularia minor L.",16,7,2030,"ek"
"Utricularia minor L.",16,7,2034,"ek"
"Utricularia minor L.",16,7,2038,"ek"
"Utricularia minor L.",16,7,2042,"ek"
"Utricularia minor L.",16,7,2046,"ek"
"Utricularia minor L.",16,8,2024,"ek"
"Utricularia minor L.",16,8,2026,"ek"
"Utricularia minor L.",16,8,2028,"ek"
"Utricularia minor L.",16,8,2030,"ek"
"Utricularia minor L.",16,8,2032,"ek"
"Utricularia minor L.",16,8,2034,"ek"
"Utricularia minor L.",16,8,2036,"ek"
"Utricularia minor L.",16,8,2038,"ek"
"Utricularia minor L.",16,8,2040,"ek"
"Utricularia minor L.",16,8,2042,"ek"
"Utricularia minor L.",16,8,2044,"ek"
"Utricularia minor L.",16,8,2046,"ek"
"Utricularia minor L.",16,9,2026,"ek"
"Utricularia minor L.",16,9,2030,"ek"
"Utricularia minor L.",16,9,2034,"ek"
"Utricularia minor L.",16,9,2038,"ek"
"Utricularia minor L.",16,9,2042,"ek"
"Utricularia minor L.",16,9,2046,"ek"
"Utricularia minor L.",21,1,2026,"ek"
"Utricularia minor L.",21,1,2030,"ek"
"Utricularia minor L.",21,1,2034,"ek"
"Utricularia minor L.",21,1,2038,"ek"
"Utricularia minor L.",21,1,2042,"ek"
"Utricularia minor L.",21,1,2046,"ek"
"Utricularia minor L.",22,2,2026,"ek"
"Utricularia minor L.",22,2,2030,"ek"
"Utricularia minor L.",22,2,2034,"ek"
"Utricularia minor L.",22,2,2038,"ek"
"Utricularia minor L.",22,2,2042,"ek"
"Utricularia minor L.",22,2,2046,"ek"
"Utricularia minor L.",62,2,2025,"ek"
"Utricularia minor L.",62,2,2029,"ek"
"Utricularia minor L.",62,2,2033,"ek"
"Utricularia minor L.",62,2,2037,"ek"
"Utricularia minor L.",62,2,2041,"ek"
"Utricularia minor L.",62,2,2045,"ek"
"Utricularia minor L.",86,2,2030,"ek"
"Utricularia minor L.",86,2,2038,"ek"
"Utricularia minor L.",86,2,2046,"ek"
"Utricularia minor L.",91,1,2026,"ek"
"Utricularia minor L.",91,1,2030,"ek"
"Utricularia minor L.",91,1,2034,"ek"
"Utricularia minor L.",91,1,2038,"ek"
"Utricularia minor L.",91,1,2042,"ek"
"Utricularia minor L.",91,1,2046,"ek"
"Utricularia minor L.",92,1,2026,"ek"
"Utricularia minor L.",92,1,2030,"ek"
"Utricularia minor L.",92,1,2034,"ek"
"Utricularia minor L.",92,1,2038,"ek"
"Utricularia minor L.",92,1,2042,"ek"
"Utricularia minor L.",92,1,2046,"ek"
"Utricularia minor L.",93,1,2026,"ek"
"Utricularia minor L.",93,1,2030,"ek"
"Utricularia minor L.",93,1,2034,"ek"
"Utricularia minor L.",93,1,2038,"ek"
"Utricularia minor L.",93,1,2042,"ek"
"Utricularia minor L.",93,1,2046,"ek"
"Utricularia minor L.",94,1,2030,"ek"
"Utricularia minor L.",94,1,2038,"ek"
"Utricularia minor L.",94,1,2046,"ek"
"Utricularia minor L.",95,1,2026,"ek"
"Utricularia minor L.",95,1,2030,"ek"
"Utricularia minor L.",95,1,2034,"ek"
"Utricularia minor L.",95,1,2038,"ek"
"Utricularia minor L.",95,1,2042,"ek"
"Utricularia minor L.",95,1,2046,"ek"
"Utricularia stygia G. Thor",103,1,2022,"ek"
"Utricularia vulgaris L.",3,1,2025,"ek"
"Utricularia vulgaris L.",3,1,2029,"ek"
"Utricularia vulgaris L.",3,1,2033,"ek"
"Utricularia vulgaris L.",3,1,2037,"ek"
"Utricularia vulgaris L.",3,1,2041,"ek"
"Utricularia vulgaris L.",3,1,2045,"ek"
"Utricularia vulgaris L.",3,2,2025,"ek"
"Utricularia vulgaris L.",3,2,2029,"ek"
"Utricularia vulgaris L.",3,2,2033,"ek"
"Utricularia vulgaris L.",3,2,2037,"ek"
"Utricularia vulgaris L.",3,2,2041,"ek"
"Utricularia vulgaris L.",3,2,2045,"ek"
"Utricularia vulgaris L.",3,3,2026,"ek"
"Utricularia vulgaris L.",3,3,2030,"ek"
"Utricularia vulgaris L.",3,3,2034,"ek"
"Utricularia vulgaris L.",3,3,2038,"ek"
"Utricularia vulgaris L.",3,3,2042,"ek"
"Utricularia vulgaris L.",3,3,2046,"ek"
"Viola elatior Fr.",29,19,2025,"ek"
"Viola elatior Fr.",29,19,2029,"ek"
"Viola elatior Fr.",29,19,2037,"ek"
"Viola elatior Fr.",29,19,2045,"ek"
"Viola elatior Fr.",42,1,2025,"ek"
"Viola elatior Fr.",42,1,2029,"ek"
"Viola elatior Fr.",42,1,2037,"ek"
"Viola elatior Fr.",42,1,2045,"ek"
"Viola elatior Fr.",43,1,2025,"ek"
"Viola elatior Fr.",43,1,2029,"ek"
"Viola elatior Fr.",43,1,2037,"ek"
"Viola elatior Fr.",43,1,2045,"ek"
"Viola elatior Fr.",43,2,2025,"ek"
"Viola elatior Fr.",43,2,2029,"ek"
"Viola elatior Fr.",43,2,2037,"ek"
"Viola elatior Fr.",43,2,2045,"ek"
"Viola elatior Fr.",43,3,2025,"ek"
"Viola elatior Fr.",43,3,2029,"ek"
"Viola elatior Fr.",43,3,2037,"ek"
"Viola elatior Fr.",43,3,2045,"ek"
"Viola elatior Fr.",44,1,2025,"ek"
"Viola elatior Fr.",44,1,2029,"ek"
"Viola elatior Fr.",44,1,2037,"ek"
"Viola elatior Fr.",44,1,2045,"ek"
"Viola persicifolia auct.",20,26,2025,"ek"
"Viola persicifolia auct.",20,26,2029,"ek"
"Viola persicifolia auct.",20,26,2037,"ek"
"Viola persicifolia auct.",20,26,2045,"ek"
"Viola persicifolia auct.",20,27,2025,"ek"
"Viola persicifolia auct.",20,27,2029,"ek"
"Viola persicifolia auct.",20,27,2037,"ek"
"Viola persicifolia auct.",20,27,2045,"ek"
"Viola persicifolia auct.",56,3,2025,"ek"
"Viola persicifolia auct.",56,3,2029,"ek"
"Viola persicifolia auct.",56,3,2037,"ek"
"Viola persicifolia auct.",56,3,2045,"ek"
